MERCADO,CATEGORIA,MARCA,VARIABLES,RY 2023,RY 2024
PERU,CHOCOLATES,SUBLIME,Vtas (UNIDADES CONVERTIDAS),2006.801,1967.597
PERU,CHOCOLATES,TRIANGULO,Vtas (UNIDADES CONVERTIDAS),881.98,853.497
PERU,CHOCOLATES,PRINCESA,Vtas (UNIDADES CONVERTIDAS),534.714,625.481
PERU,CHOCOLATES,O MARCAS,Vtas (UNIDADES CONVERTIDAS),336.887,346.157
PERU,CHOCOLATES,VIZZIO,Vtas (UNIDADES CONVERTIDAS),449.073,408.002
PERU,CHOCOLATES P/TAZA Y REPOSTERIA,,Vtas (UNIDADES CONVERTIDAS),1875.196,1910.811
PERU,CHOCOLATES P/TAZA Y REPOSTERIA,SOL DEL CUSCO,Vtas (UNIDADES CONVERTIDAS),769.483,810.793
PERU,CHOCOLATES P/TAZA Y REPOSTERIA,O. MARCAS,Vtas (UNIDADES CONVERTIDAS),380.538,377.231
PERU,CHOCOLATES P/TAZA Y REPOSTERIA,BAZO VELARDE,Vtas (UNIDADES CONVERTIDAS),104.593,117.801
PERU,CHOCOLATES P/TAZA Y REPOSTERIA,WINTER S,Vtas (UNIDADES CONVERTIDAS),113.59,78.583
PERU,CHOCOLATES P/TAZA Y REPOSTERIA,M PROPIAS,Vtas (UNIDADES CONVERTIDAS),143.511,132.57
PERU,CREMAS FACIALES,,Vtas (UNIDADES CONVERTIDAS),830.434,859.492
PERU,CREMAS FACIALES,POND S,Vtas (UNIDADES CONVERTIDAS),270.797,288.257
PERU,CREMAS FACIALES,CERAVE,Vtas (UNIDADES CONVERTIDAS),117.279,144.847
PERU,CREMAS FACIALES,NEUTROGENA,Vtas (UNIDADES CONVERTIDAS),42.373,43.455
PERU,CREMAS FACIALES,GARNIER,Vtas (UNIDADES CONVERTIDAS),95.537,100.331
PERU,CREMAS FACIALES,NIVEA,Vtas (UNIDADES CONVERTIDAS),60.031,69.033
PERU,CREMAS MANOS Y CUERPO,,Vtas (UNIDADES CONVERTIDAS),606.648,571.415
PERU,CREMAS MANOS Y CUERPO,NIVEA,Vtas (UNIDADES CONVERTIDAS),155.007,171.372
PERU,CREMAS MANOS Y CUERPO,CERAVE,Vtas (UNIDADES CONVERTIDAS),42.599,43.394
PERU,CREMAS MANOS Y CUERPO,O.MARCAS,Vtas (UNIDADES CONVERTIDAS),212.866,178.04
PERU,CREMAS MANOS Y CUERPO,CICATRICURE,Vtas (UNIDADES CONVERTIDAS),4.919,4.953
PERU,CREMAS MANOS Y CUERPO,JOHNSON S,Vtas (UNIDADES CONVERTIDAS),26.946,27.342
PERU,DESODORANTES CORPORALES,,Vtas (UNIDADES CONVERTIDAS),2080.858,2110.34
PERU,DESODORANTES CORPORALES,REXONA,Vtas (UNIDADES CONVERTIDAS),598.13,597.134
PERU,DESODORANTES CORPORALES,AXE,Vtas (UNIDADES CONVERTIDAS),314.405,333.334
PERU,DESODORANTES CORPORALES,DOVE,Vtas (UNIDADES CONVERTIDAS),236.157,231.919
PERU,DESODORANTES CORPORALES,NIVEA,Vtas (UNIDADES CONVERTIDAS),252.734,228.597
PERU,DESODORANTES CORPORALES,OLD SPICE,Vtas (UNIDADES CONVERTIDAS),219.214,231.077
PERU,DETERGENTES,,Vtas (UNIDADES CONVERTIDAS),105967.872,106063.931
PERU,DETERGENTES,MARSELLA,Vtas (UNIDADES CONVERTIDAS),21078.517,20265.756
PERU,DETERGENTES,OPAL,Vtas (UNIDADES CONVERTIDAS),14542.548,13493.907
PERU,DETERGENTES,BOLIVAR,Vtas (UNIDADES CONVERTIDAS),10790.302,10631.967
PERU,DETERGENTES,PATITO,Vtas (UNIDADES CONVERTIDAS),17456.514,16410.818
PERU,DETERGENTES,ARIEL,Vtas (UNIDADES CONVERTIDAS),7983.347,6958.194
PERU,GALLETITAS,,Vtas (UNIDADES CONVERTIDAS),61967.428,58919.081
PERU,GALLETITAS,SAN JORGE,Vtas (UNIDADES CONVERTIDAS),12292.015,12008.84
PERU,GALLETITAS,VICTORIA,Vtas (UNIDADES CONVERTIDAS),7847.033,8236.051
PERU,GALLETITAS,FIELD,Vtas (UNIDADES CONVERTIDAS),6164.134,6035.79
PERU,GALLETITAS,RITZ,Vtas (UNIDADES CONVERTIDAS),3566.585,3345.596
PERU,GALLETITAS,OREO,Vtas (UNIDADES CONVERTIDAS),3517.312,3706.54
PERU,GOMAS DE MASCAR,,Vtas (UNIDADES CONVERTIDAS),2191,2140
PERU,GOMAS DE MASCAR,TRIDENT,Vtas (UNIDADES CONVERTIDAS),528,579
PERU,GOMAS DE MASCAR,CHICLETS ADAMS,Vtas (UNIDADES CONVERTIDAS),210,201
PERU,GOMAS DE MASCAR,BOOGIE,Vtas (UNIDADES CONVERTIDAS),243,245
PERU,GOMAS DE MASCAR,BUBBALOO,Vtas (UNIDADES CONVERTIDAS),152,175
PERU,GOMAS DE MASCAR,CLORETS,Vtas (UNIDADES CONVERTIDAS),71,74
PERU,GUARNICIONES PARA COPETIN,,Vtas (UNIDADES CONVERTIDAS),20835.439,18133.481
PERU,GUARNICIONES PARA COPETIN,LAY S,Vtas (UNIDADES CONVERTIDAS),2742.153,1908.481
PERU,GUARNICIONES PARA COPETIN,INKA CHIPS,Vtas (UNIDADES CONVERTIDAS),797.999,1404.556
PERU,GUARNICIONES PARA COPETIN,O. MARCAS,Vtas (UNIDADES CONVERTIDAS),1587.276,2228.481
PERU,GUARNICIONES PARA COPETIN,DORITOS,Vtas (UNIDADES CONVERTIDAS),1736.947,1488.27
PERU,GUARNICIONES PARA COPETIN,CHEETOS,Vtas (UNIDADES CONVERTIDAS),2062.668,1576.408
PERU,HOJAS Y SISTEMAS,,Vtas (UNIDADES CONVERTIDAS),76753.235,70546.582
PERU,HOJAS Y SISTEMAS,PRESTOBARBA 3,Vtas (UNIDADES CONVERTIDAS),12541.357,11412.256
PERU,HOJAS Y SISTEMAS,QUATTRO TITANIUM,Vtas (UNIDADES CONVERTIDAS),3968.063,3915.723
PERU,HOJAS Y SISTEMAS,ULTRAGRIP 2,Vtas (UNIDADES CONVERTIDAS),6397.817,6254.781
PERU,HOJAS Y SISTEMAS,COLT II,Vtas (UNIDADES CONVERTIDAS),10921.569,9605.132
PERU,HOJAS Y SISTEMAS,XTREME 3,Vtas (UNIDADES CONVERTIDAS),4138.539,3690.277
PERU,I.URINARIA,,Vtas (UNIDADES CONVERTIDAS),59297.924,56360.97
PERU,I.URINARIA,PLENITUD PRACTIPA-AL,Vtas (UNIDADES CONVERTIDAS),26716.925,25301.113
PERU,I.URINARIA,PLENITUD CLASSIC,Vtas (UNIDADES CONVERTIDAS),4847.591,4652.923
PERU,I.URINARIA,TENA SLIP ULTRA,Vtas (UNIDADES CONVERTIDAS),2509.406,2804.011
PERU,I.URINARIA,PLENITUD PROTECT,Vtas (UNIDADES CONVERTIDAS),2357.515,1870.096
PERU,I.URINARIA,PRUDENTIAL CONFORT,Vtas (UNIDADES CONVERTIDAS),1618.366,1743.463
PERU,INSECTICIDAS,,Vtas (UNIDADES CONVERTIDAS),43168.939,44812.794
PERU,INSECTICIDAS,SAPOLIO,Vtas (UNIDADES CONVERTIDAS),3539.403,2728.604
PERU,INSECTICIDAS,ALL OTHER,Vtas (UNIDADES CONVERTIDAS),11599.503,15031.86
PERU,INSECTICIDAS,RAID,Vtas (UNIDADES CONVERTIDAS),3839.447,3130.7
PERU,INSECTICIDAS,COCK,Vtas (UNIDADES CONVERTIDAS),18416.436,19939.381
PERU,INSECTICIDAS,BAYGON,Vtas (UNIDADES CONVERTIDAS),1663.252,1030.867
PERU,JABON DE TOCADOR,,Vtas (UNIDADES CONVERTIDAS),15212.197,15143.526
PERU,JABON DE TOCADOR,PROTEX,Vtas (UNIDADES CONVERTIDAS),2661.508,2579.176
PERU,JABON DE TOCADOR,DOVE,Vtas (UNIDADES CONVERTIDAS),1043.382,1206.048
PERU,JABON DE TOCADOR,PALMOLIVE,Vtas (UNIDADES CONVERTIDAS),1560.288,1567.638
PERU,JABON DE TOCADOR,NEKO,Vtas (UNIDADES CONVERTIDAS),1323.227,1058.001
PERU,JABON DE TOCADOR,O MARCAS,Vtas (UNIDADES CONVERTIDAS),1414.878,1886.547
PERU,JABON EN BARRA,,Vtas (UNIDADES CONVERTIDAS),9731.432,9307.302
PERU,JABON EN BARRA,BOLIVAR,Vtas (UNIDADES CONVERTIDAS),5461.237,5483.711
PERU,JABON EN BARRA,TROME (ALICORP),Vtas (UNIDADES CONVERTIDAS),1285.361,1297.898
PERU,JABON EN BARRA,O MARCAS,Vtas (UNIDADES CONVERTIDAS),702.498,504.686
PERU,JABON EN BARRA,SAN ISIDRO,Vtas (UNIDADES CONVERTIDAS),408.27,516.66
PERU,JABON EN BARRA,MARSELLA,Vtas (UNIDADES CONVERTIDAS),232.837,269.361
PERU,JUGOS EN POLVO,,Vtas (UNIDADES CONVERTIDAS),74373.662,78982.028
PERU,JUGOS EN POLVO,ZUKO,Vtas (UNIDADES CONVERTIDAS),48169.603,54108.175
PERU,JUGOS EN POLVO,UMSHA,Vtas (UNIDADES CONVERTIDAS),20610.582,21891.933
PERU,JUGOS EN POLVO,CLIGHT,Vtas (UNIDADES CONVERTIDAS),2359.738,2288.089
PERU,JUGOS EN POLVO,NEGRITA,Vtas (UNIDADES CONVERTIDAS),2286.074,405.426
PERU,JUGOS EN POLVO,KANU,Vtas (UNIDADES CONVERTIDAS),549.065,153.243
PERU,LECHE CONDENSADA,,Vtas (UNIDADES CONVERTIDAS),4117.465,4392.294
PERU,LECHE CONDENSADA,NESTLE,Vtas (UNIDADES CONVERTIDAS),2121.118,2060.682
PERU,LECHE CONDENSADA,GLORIA,Vtas (UNIDADES CONVERTIDAS),1542.02,1589.693
PERU,LECHE CONDENSADA,BONLE,Vtas (UNIDADES CONVERTIDAS),315.205,430.914
PERU,LECHE CONDENSADA,O.MARCAS,Vtas (UNIDADES CONVERTIDAS),6.902,175.051
PERU,LECHE CONDENSADA,M PROPIAS,Vtas (UNIDADES CONVERTIDAS),132.067,135.713
PERU,LECHE EVAPORADA,,Vtas (UNIDADES CONVERTIDAS),174456.628,174027.595
PERU,LECHE EVAPORADA,GLORIA,Vtas (UNIDADES CONVERTIDAS),102794.098,96435.866
PERU,LECHE EVAPORADA,IDEAL (NESTLE),Vtas (UNIDADES CONVERTIDAS),25193.365,24445.695
PERU,LECHE EVAPORADA,BONLE,Vtas (UNIDADES CONVERTIDAS),19757.326,27504.824
PERU,LECHE EVAPORADA,LAIVE,Vtas (UNIDADES CONVERTIDAS),13000.939,14438.31
PERU,LECHE EVAPORADA,PURA VIDA (GLORIA),Vtas (UNIDADES CONVERTIDAS),7338.149,6256.684
PERU,LECHES EN POLVO ENTE.Y DESCRE.,,Vtas (UNIDADES CONVERTIDAS),1504.868,1339.639
PERU,LECHES EN POLVO ENTE.Y DESCRE.,ENFAGROW,Vtas (UNIDADES CONVERTIDAS),541.836,460.777
PERU,LECHES EN POLVO ENTE.Y DESCRE.,SIMILAC,Vtas (UNIDADES CONVERTIDAS),318.035,269.612
PERU,LECHES EN POLVO ENTE.Y DESCRE.,O.MARCAS,Vtas (UNIDADES CONVERTIDAS),114.306,119.926
PERU,LECHES EN POLVO ENTE.Y DESCRE.,NAN,Vtas (UNIDADES CONVERTIDAS),107.861,119.756
PERU,LECHES EN POLVO ENTE.Y DESCRE.,ANCHOR (NESTLE),Vtas (UNIDADES CONVERTIDAS),198.576,195.866
PERU,LECHES FLUIDAS,,Vtas (UNIDADES CONVERTIDAS),61108.586,61138.066
PERU,LECHES FLUIDAS,GLORIA,Vtas (UNIDADES CONVERTIDAS),44334.34,43554.566
PERU,LECHES FLUIDAS,LAIVE,Vtas (UNIDADES CONVERTIDAS),9300.564,8873.346
PERU,LECHES FLUIDAS,VIGOR,Vtas (UNIDADES CONVERTIDAS),2230.641,3312.76
PERU,LECHES FLUIDAS,LA PREFERIDA,Vtas (UNIDADES CONVERTIDAS),1958.569,2909.756
PERU,LECHES FLUIDAS,DANLAC,Vtas (UNIDADES CONVERTIDAS),404.395,725.313
PERU,LEJIAS,,Vtas (UNIDADES CONVERTIDAS),67485.68,66830.104
PERU,LEJIAS,CLOROX,Vtas (UNIDADES CONVERTIDAS),30805.392,32219.491
PERU,LEJIAS,SAPOLIO,Vtas (UNIDADES CONVERTIDAS),20942.066,19153.799
PERU,LEJIAS,LIGURIA,Vtas (UNIDADES CONVERTIDAS),4903.284,5014.374
PERU,LEJIAS,OTROS,Vtas (UNIDADES CONVERTIDAS),3038.137,3686.351
PERU,LEJIAS,PL,Vtas (UNIDADES CONVERTIDAS),4165,3584.661
PERU,LIMP. Y DESEN. LIQUIDOS,,Vtas (UNIDADES CONVERTIDAS),31200.06,33216.95
PERU,LIMP. Y DESEN. LIQUIDOS,POETT,Vtas (UNIDADES CONVERTIDAS),10871.447,12004.68
PERU,LIMP. Y DESEN. LIQUIDOS,SAPOLIO,Vtas (UNIDADES CONVERTIDAS),12838.139,13638.245
PERU,LIMP. Y DESEN. LIQUIDOS,O MARCAS,Vtas (UNIDADES CONVERTIDAS),3396.085,3606.456
PERU,LIMP. Y DESEN. LIQUIDOS,M PROPIAS,Vtas (UNIDADES CONVERTIDAS),2020.29,1819.078
PERU,LIMP. Y DESEN. LIQUIDOS,DKASA,Vtas (UNIDADES CONVERTIDAS),1175.985,1197.506
PERU,PAN ARABE Y TORTILLAS,,Vtas (UNIDADES CONVERTIDAS),2193.382,2428.993
PERU,PAN ARABE Y TORTILLAS,O. MARCAS,Vtas (UNIDADES CONVERTIDAS),1919.078,2203.353
PERU,PAN ARABE Y TORTILLAS,M PROPIAS,Vtas (UNIDADES CONVERTIDAS),236.744,189.183
PERU,PAN ARABE Y TORTILLAS,SANIITO,Vtas (UNIDADES CONVERTIDAS),15.451,16.185
PERU,PAN ARABE Y TORTILLAS,MOLINOS DEL MUNDO,Vtas (UNIDADES CONVERTIDAS),1.612,6.776
PERU,PAN ARABE Y TORTILLAS,UNION,Vtas (UNIDADES CONVERTIDAS),20.496,13.496
PERU,PANALES DESCARTABLES P/BEBES,,Vtas (UNIDADES CONVERTIDAS),766946,746159
PERU,PANALES DESCARTABLES P/BEBES,BABYSEC PREMIUM,Vtas (UNIDADES CONVERTIDAS),189281,188167
PERU,PANALES DESCARTABLES P/BEBES,HUGGIES NATURAL CARE,Vtas (UNIDADES CONVERTIDAS),183031,172753
PERU,PANALES DESCARTABLES P/BEBES,HUGGIES ACTIVE SEC,Vtas (UNIDADES CONVERTIDAS),149952,140234
PERU,PANALES DESCARTABLES P/BEBES,HUGGIES TRIPLE PROTECCION,Vtas (UNIDADES CONVERTIDAS),57488,52135
PERU,PANALES DESCARTABLES P/BEBES,BABYSEC SUPER PREMIUM,Vtas (UNIDADES CONVERTIDAS),53265,52500
PERU,PAPEL HIGIENICO REG+HUM,,Vtas (UNIDADES CONVERTIDAS),941524.091,893903.688
PERU,PAPEL HIGIENICO REG+HUM,SUAVE (KIMBERLY-CLARK),Vtas (UNIDADES CONVERTIDAS),298020.725,286749.849
PERU,PAPEL HIGIENICO REG+HUM,PARACAS,Vtas (UNIDADES CONVERTIDAS),146506.191,162261.897
PERU,PAPEL HIGIENICO REG+HUM,NOBLE,Vtas (UNIDADES CONVERTIDAS),181009.801,172164.096
PERU,PAPEL HIGIENICO REG+HUM,ELITE,Vtas (UNIDADES CONVERTIDAS),198382.767,160510.994
PERU,PAPEL HIGIENICO REG+HUM,HIGIENOL,Vtas (UNIDADES CONVERTIDAS),26728.98,23926.353
PERU,PASTAS SECAS,,Vtas (UNIDADES CONVERTIDAS),144911.752,141067.642
PERU,PASTAS SECAS,DON VITTORIO,Vtas (UNIDADES CONVERTIDAS),20814.185,20333.346
PERU,PASTAS SECAS,MOLITALIA,Vtas (UNIDADES CONVERTIDAS),15042.691,14437.017
PERU,PASTAS SECAS,ANITA,Vtas (UNIDADES CONVERTIDAS),18884.444,21451.189
PERU,PASTAS SECAS,NICOLINI,Vtas (UNIDADES CONVERTIDAS),19956.705,16176.124
PERU,PASTAS SECAS,DON MAXIMO,Vtas (UNIDADES CONVERTIDAS),12858.428,13990.974
PERU,PASTELITOS + BUDINES + BAÑADOS,,Vtas (UNIDADES CONVERTIDAS),3208.777,3060.046
PERU,PASTELITOS + BUDINES + BAÑADOS,CHOCMAN,Vtas (UNIDADES CONVERTIDAS),1284.821,1140.498
PERU,PASTELITOS + BUDINES + BAÑADOS,MARINELA,Vtas (UNIDADES CONVERTIDAS),489.339,634.898
PERU,PASTELITOS + BUDINES + BAÑADOS,BIMBO,Vtas (UNIDADES CONVERTIDAS),523.096,454.9
PERU,PASTELITOS + BUDINES + BAÑADOS,PYC,Vtas (UNIDADES CONVERTIDAS),238.293,198.648
PERU,PASTELITOS + BUDINES + BAÑADOS,CREMINO REYENITO,Vtas (UNIDADES CONVERTIDAS),220.704,198.808
PERU,POLVOS CHOCOLATADOS,,Vtas (UNIDADES CONVERTIDAS),3723.817,3632.988
PERU,POLVOS CHOCOLATADOS,MILO,Vtas (UNIDADES CONVERTIDAS),1446.98,1452.212
PERU,POLVOS CHOCOLATADOS,WINTER S,Vtas (UNIDADES CONVERTIDAS),1042.304,891.587
PERU,POLVOS CHOCOLATADOS,NESQUIK,Vtas (UNIDADES CONVERTIDAS),418.528,432.206
PERU,POLVOS CHOCOLATADOS,CHOCOLISTO,Vtas (UNIDADES CONVERTIDAS),268.287,244.73
PERU,POLVOS CHOCOLATADOS,DONOFRIO,Vtas (UNIDADES CONVERTIDAS),98.748,134.196
PERU,POST WASH,,Vtas (UNIDADES CONVERTIDAS),5512.556,5696.45
PERU,POST WASH,PANTENE,Vtas (UNIDADES CONVERTIDAS),1163.647,1254.521
PERU,POST WASH,NUTRIBELA 15,Vtas (UNIDADES CONVERTIDAS),808.86,816.234
PERU,POST WASH,ELVIVE,Vtas (UNIDADES CONVERTIDAS),392.522,548.664
PERU,POST WASH,AMARAS,Vtas (UNIDADES CONVERTIDAS),551.971,543.453
PERU,POST WASH,SEDAL,Vtas (UNIDADES CONVERTIDAS),431.467,453.856
PERU,PROTECCION SANITARIA FEMENINA,,Vtas (UNIDADES CONVERTIDAS),964124.762,934784.062
PERU,PROTECCION SANITARIA FEMENINA,NOSOTRAS NATURAL ALAS TELA GEL,Vtas (UNIDADES CONVERTIDAS),160191.343,145906.249
PERU,PROTECCION SANITARIA FEMENINA,NOSOTRAS NATURAL BUE.NOCHES,Vtas (UNIDADES CONVERTIDAS),92885.665,98979.572
PERU,PROTECCION SANITARIA FEMENINA,LADYSOFT NORMAL,Vtas (UNIDADES CONVERTIDAS),128764.865,127945.455
PERU,PROTECCION SANITARIA FEMENINA,KOTEX NORMAL,Vtas (UNIDADES CONVERTIDAS),92616.451,87241.975
PERU,PROTECCION SANITARIA FEMENINA,NOSOTRAS DIAR.NORMAL,Vtas (UNIDADES CONVERTIDAS),113340.134,117808.995
PERU,QUITAMANCHAS Y PRELAVADO,,Vtas (UNIDADES CONVERTIDAS),13650.725,13977.642
PERU,QUITAMANCHAS Y PRELAVADO,CLOROX,Vtas (UNIDADES CONVERTIDAS),7347.527,7704.134
PERU,QUITAMANCHAS Y PRELAVADO,VANISH,Vtas (UNIDADES CONVERTIDAS),1278.977,1156.392
PERU,QUITAMANCHAS Y PRELAVADO,SAPOLIO,Vtas (UNIDADES CONVERTIDAS),3047.822,3490.876
PERU,QUITAMANCHAS Y PRELAVADO,O. MARCAS,Vtas (UNIDADES CONVERTIDAS),801.673,764.871
PERU,QUITAMANCHAS Y PRELAVADO,OPAL,Vtas (UNIDADES CONVERTIDAS),913.286,468.293
PERU,ROLLOS DE PAPEL P/COCINA,,Vtas (UNIDADES CONVERTIDAS),55591.913,60561.828
PERU,ROLLOS DE PAPEL P/COCINA,NOVA,Vtas (UNIDADES CONVERTIDAS),30712.896,34113.338
PERU,ROLLOS DE PAPEL P/COCINA,PARACAS,Vtas (UNIDADES CONVERTIDAS),4851.906,12657.325
PERU,ROLLOS DE PAPEL P/COCINA,SCOTT,Vtas (UNIDADES CONVERTIDAS),8841.783,6531.669
PERU,ROLLOS DE PAPEL P/COCINA,ELITE,Vtas (UNIDADES CONVERTIDAS),5408.396,3153.514
PERU,ROLLOS DE PAPEL P/COCINA,M PROPIAS,Vtas (UNIDADES CONVERTIDAS),3694.206,2177.542
PERU,SERVILLETAS DE PAPEL,,Vtas (UNIDADES CONVERTIDAS),2397359.596,2343471.97
PERU,SERVILLETAS DE PAPEL,ELITE,Vtas (UNIDADES CONVERTIDAS),1613517.056,1544596.953
PERU,SERVILLETAS DE PAPEL,SCOTT,Vtas (UNIDADES CONVERTIDAS),126402.225,132145.856
PERU,SERVILLETAS DE PAPEL,M PROPIAS,Vtas (UNIDADES CONVERTIDAS),153917.948,189594.358
PERU,SERVILLETAS DE PAPEL,NOVA,Vtas (UNIDADES CONVERTIDAS),310615.068,289896.622
PERU,SERVILLETAS DE PAPEL,TESS,Vtas (UNIDADES CONVERTIDAS),101524.678,106091.91
PERU,SHAMPOO,,Vtas (UNIDADES CONVERTIDAS),15819.193,15663.414
PERU,SHAMPOO,H&S,Vtas (UNIDADES CONVERTIDAS),4403.525,4235.157
PERU,SHAMPOO,SEDAL,Vtas (UNIDADES CONVERTIDAS),2561.623,2454.715
PERU,SHAMPOO,PANTENE,Vtas (UNIDADES CONVERTIDAS),1726.014,1824.514
PERU,SHAMPOO,JOHNSON S,Vtas (UNIDADES CONVERTIDAS),699.953,722.609
PERU,SHAMPOO,SAVITAL,Vtas (UNIDADES CONVERTIDAS),1693.242,1523.098
PERU,ST_CREMAS DENTALES,,Vtas (UNIDADES CONVERTIDAS),7103.608,6909.743
PERU,ST_CREMAS DENTALES,COLGATE,Vtas (UNIDADES CONVERTIDAS),3896.241,3907.685
PERU,ST_CREMAS DENTALES,DENTO,Vtas (UNIDADES CONVERTIDAS),1296.613,1178.017
PERU,ST_CREMAS DENTALES,KOLYNOS,Vtas (UNIDADES CONVERTIDAS),921.402,788.048
PERU,ST_CREMAS DENTALES,ORAL B,Vtas (UNIDADES CONVERTIDAS),375.54,302.238
PERU,ST_CREMAS DENTALES,VITIS,Vtas (UNIDADES CONVERTIDAS),85.626,107.641
PERU,ST_SUAVIZANTES,,Vtas (UNIDADES CONVERTIDAS),18022.365,18389.792
PERU,ST_SUAVIZANTES,DOWNY,Vtas (UNIDADES CONVERTIDAS),7255.34,6517.467
PERU,ST_SUAVIZANTES,SUAVITEL,Vtas (UNIDADES CONVERTIDAS),6068.098,6362.564
PERU,ST_SUAVIZANTES,BOLIVAR,Vtas (UNIDADES CONVERTIDAS),3400.482,3713.197
PERU,ST_SUAVIZANTES,M PROPIAS,Vtas (UNIDADES CONVERTIDAS),783.282,790.018
PERU,ST_SUAVIZANTES,LUA,Vtas (UNIDADES CONVERTIDAS),,368.948
PERU,TOSTADAS,,Vtas (UNIDADES CONVERTIDAS),534.951,486.931
PERU,TOSTADAS,BIMBO,Vtas (UNIDADES CONVERTIDAS),190,182.635
PERU,TOSTADAS,M PROPIAS,Vtas (UNIDADES CONVERTIDAS),134.279,128.46
PERU,TOSTADAS,UNION,Vtas (UNIDADES CONVERTIDAS),83.494,65.203
PERU,TOSTADAS,O MARCAS,Vtas (UNIDADES CONVERTIDAS),44.82,38.351
PERU,TOSTADAS,PYC,Vtas (UNIDADES CONVERTIDAS),39.025,34.199
PERU,YOGHURT,,Vtas (UNIDADES CONVERTIDAS),100966.013,98327.415
PERU,YOGHURT,GLORIA,Vtas (UNIDADES CONVERTIDAS),67843.151,67776.607
PERU,YOGHURT,LAIVE,Vtas (UNIDADES CONVERTIDAS),18940.439,15372.83
PERU,YOGHURT,DANLAC,Vtas (UNIDADES CONVERTIDAS),1887.998,2722.05
PERU,YOGHURT,YOMOST,Vtas (UNIDADES CONVERTIDAS),1996.124,1873.973
PERU,YOGHURT,VAKIMU,Vtas (UNIDADES CONVERTIDAS),838.339,970.127
TOTAL SELF SERVICE,ACEITES COMESTIBLES,,Vtas (UNIDADES CONVERTIDAS),49991.416,54124.806
TOTAL SELF SERVICE,ACEITES COMESTIBLES,M PROPIAS,Vtas (UNIDADES CONVERTIDAS),29691.528,25600.116
TOTAL SELF SERVICE,ACEITES COMESTIBLES,PRIMOR,Vtas (UNIDADES CONVERTIDAS),10224.694,10516.243
TOTAL SELF SERVICE,ACEITES COMESTIBLES,SOYA BUNGE,Vtas (UNIDADES CONVERTIDAS),2671.468,8671.651
TOTAL SELF SERVICE,ACEITES COMESTIBLES,SAO,Vtas (UNIDADES CONVERTIDAS),3491.251,3825.454
TOTAL SELF SERVICE,ACEITES COMESTIBLES,OTRAS MARCAS,Vtas (UNIDADES CONVERTIDAS),406.091,1982.142
TOTAL SELF SERVICE,AGUAS,,Vtas (UNIDADES CONVERTIDAS),142717.255,145757.234
TOTAL SELF SERVICE,AGUAS,SAN LUIS,Vtas (UNIDADES CONVERTIDAS),39641.263,40226.959
TOTAL SELF SERVICE,AGUAS,SAN MATEO,Vtas (UNIDADES CONVERTIDAS),26394.668,26584.543
TOTAL SELF SERVICE,AGUAS,CIELO,Vtas (UNIDADES CONVERTIDAS),34957.517,28898.949
TOTAL SELF SERVICE,AGUAS,SAN CARLOS,Vtas (UNIDADES CONVERTIDAS),16628.631,18581.937
TOTAL SELF SERVICE,AGUAS,O. MARCAS,Vtas (UNIDADES CONVERTIDAS),11799.707,18964.432
TOTAL SELF SERVICE,AVENAS,,Vtas (UNIDADES CONVERTIDAS),5102.312,6273.201
TOTAL SELF SERVICE,AVENAS,QUAKER,Vtas (UNIDADES CONVERTIDAS),1385.246,1290.94
TOTAL SELF SERVICE,AVENAS,3 OSITOS,Vtas (UNIDADES CONVERTIDAS),1062.643,1067.938
TOTAL SELF SERVICE,AVENAS,GRANO DE ORO (AGROIND.SANTA MARIA),Vtas (UNIDADES CONVERTIDAS),1629.196,2873.101
TOTAL SELF SERVICE,AVENAS,SANTA CATALINA,Vtas (UNIDADES CONVERTIDAS),428.614,452.713
TOTAL SELF SERVICE,AVENAS,M PROPIAS,Vtas (UNIDADES CONVERTIDAS),502.989,427.836
TOTAL SELF SERVICE,BARRAS,,Vtas (UNIDADES CONVERTIDAS),260.264,253.832
TOTAL SELF SERVICE,BARRAS,CEREAL BAR,Vtas (UNIDADES CONVERTIDAS),177.624,169.848
TOTAL SELF SERVICE,BARRAS,O MARCAS,Vtas (UNIDADES CONVERTIDAS),27.711,37.228
TOTAL SELF SERVICE,BARRAS,NATURE VALLEY,Vtas (UNIDADES CONVERTIDAS),13.751,11.116
TOTAL SELF SERVICE,BARRAS,MAMALAMA,Vtas (UNIDADES CONVERTIDAS),6.251,6.588
TOTAL SELF SERVICE,BARRAS,WILD,Vtas (UNIDADES CONVERTIDAS),4.97,4.777
TOTAL SELF SERVICE,CAFE MOLIDO Y EN GRANO,,Vtas (UNIDADES CONVERTIDAS),763.647,835.329
TOTAL SELF SERVICE,CAFE MOLIDO Y EN GRANO,CAFETAL SELECTO,Vtas (UNIDADES CONVERTIDAS),308.138,318.457
TOTAL SELF SERVICE,CAFE MOLIDO Y EN GRANO,O.MARCAS,Vtas (UNIDADES CONVERTIDAS),114.754,153.175
TOTAL SELF SERVICE,CAFE MOLIDO Y EN GRANO,ALTOMAYO GOURMET,Vtas (UNIDADES CONVERTIDAS),64.79,65.37
TOTAL SELF SERVICE,CAFE MOLIDO Y EN GRANO,SELLO ROJO,Vtas (UNIDADES CONVERTIDAS),89.976,87.173
TOTAL SELF SERVICE,CAFE MOLIDO Y EN GRANO,ALTOMAYO CLASICO,Vtas (UNIDADES CONVERTIDAS),68.053,78.286
